OrderID,OrderDate,Customer,Region,Product,Category,UnitPrice,Quantity,Discount,Sales,Cost,Profit
ORD100251,2023-05-28,Customer_153,North,Webcam HD,Electronics,45.0,3,0.05,128.25,86.4,41.85
ORD100252,2024-12-11,Customer_193,East,Webcam HD,Electronics,45.0,2,0.3,63.0,73.8,-10.8
ORD100253,2024-05-03,Customer_73,West,Router,Electronics,60.0,4,0.1,216.0,192.0,24.0
ORD100254,2024-10-01,Customer_140,South,Smartphone Case,Accessories,10.0,3,0.05,28.5,24.0,4.5
ORD100255,2024-07-04,Customer_187,North,Mechanical Keyboard,Electronics,70.0,2,0.0,140.0,109.2,30.8
ORD100256,2023-12-04,Customer_293,East,External HDD,Electronics,85.0,1,0.0,85.0,68.85,16.15
ORD100257,2024-10-02,Customer_61,North,Desk Lamp,Furniture,18.0,1,0.0,18.0,14.22,3.78
ORD100258,2024-04-17,Customer_198,West,External HDD,Electronics,85.0,3,0.1,229.5,186.15,43.35
ORD100259,2023-05-31,Customer_295,East,Laptop Stand,Accessories,25.0,1,0.0,25.0,16.0,9.0
ORD100260,2024-02-19,Customer_11,North,Wireless Mouse,Electronics,15.0,2,0.0,30.0,24.6,5.4
ORD100261,2023-10-25,Customer_62,North,Smartphone Case,Accessories,10.0,1,0.0,10.0,8.0,2.0
ORD100262,2024-09-02,Customer_226,East,Bluetooth Speaker,Electronics,55.0,1,0.0,55.0,37.95,17.05
ORD100263,2023-09-20,Customer_153,South,Bluetooth Speaker,Electronics,55.0,3,0.0,165.0,92.4,72.6
ORD100264,2023-05-24,Customer_199,North,Mechanical Keyboard,Electronics,70.0,3,0.2,168.0,155.4,12.6
ORD100265,2023-12-12,Customer_52,West,"Monitor 24""",Electronics,130.0,5,0.1,585.0,370.5,214.5
ORD100266,2024-09-15,Customer_260,South,External HDD,Electronics,85.0,5,0.1,382.5,352.75,29.75
ORD100267,2024-07-25,Customer_59,East,Notebook,Stationery,3.0,1,0.1,2.7,2.52,0.18
ORD100268,2023-01-02,Customer_72,North,Desk Lamp,Furniture,18.0,3,0.0,54.0,32.94,21.06
ORD100269,2023-10-31,Customer_148,East,"Monitor 24""",Electronics,130.0,2,0.2,208.0,195.0,13.0
ORD100270,2023-09-11,Customer_63,South,Desk Lamp,Furniture,18.0,3,0.0,54.0,31.32,22.68
ORD100271,2024-10-13,Customer_243,Central,Office Chair,Furniture,120.0,2,0.0,240.0,184.8,55.2
ORD100272,2024-03-28,Customer_107,West,Webcam HD,Electronics,45.0,1,0.05,42.75,29.25,13.5
ORD100273,2023-02-06,Customer_226,North,Smartphone Case,Accessories,10.0,5,0.0,50.0,37.5,12.5
ORD100274,2023-06-09,Customer_218,South,Desk Lamp,Furniture,18.0,5,0.1,81.0,59.4,21.6
ORD100275,2023-01-09,Customer_241,South,SSD 1TB,Electronics,110.0,2,0.0,220.0,129.8,90.2
ORD100276,2023-08-21,Customer_259,East,USB-C Cable,Electronics,8.0,2,0.1,14.4,10.72,3.68
ORD100277,2023-04-09,Customer_262,West,Webcam HD,Electronics,45.0,4,0.0,180.0,104.4,75.6
ORD100278,2024-10-20,Customer_5,East,Webcam HD,Electronics,45.0,7,0.0,315.0,226.8,88.2
ORD100279,2023-07-27,Customer_261,North,Notebook,Stationery,3.0,2,0.1,5.4,3.36,2.04
ORD100280,2023-05-11,Customer_54,West,Smartphone Case,Accessories,10.0,2,0.0,20.0,14.2,5.8
ORD100281,2024-02-08,Customer_47,North,Wireless Mouse,Electronics,15.0,4,0.0,60.0,49.2,10.8
ORD100282,2023-06-01,Customer_215,West,"Monitor 24""",Electronics,130.0,4,0.0,520.0,416.0,104.0
ORD100283,2023-02-23,Customer_177,West,Desk Lamp,Furniture,18.0,2,0.05,34.2,29.16,5.04
ORD100284,2023-04-30,Customer_9,South,Desk Lamp,Furniture,18.0,3,0.1,48.6,44.82,3.78
ORD100285,2024-11-03,Customer_99,South,Office Chair,Furniture,120.0,3,0.0,360.0,208.8,151.2
ORD100286,2024-09-19,Customer_20,West,Webcam HD,Electronics,45.0,2,0.3,63.0,53.1,9.9
ORD100287,2024-08-09,Customer_241,West,Pen Set,Stationery,5.0,3,0.15,12.75,10.8,1.95
ORD100288,2024-09-16,Customer_61,South,External HDD,Electronics,85.0,3,0.1,229.5,209.1,20.4
ORD100289,2024-02-24,Customer_178,South,Laptop Stand,Accessories,25.0,3,0.1,67.5,63.0,4.5
ORD100290,2024-02-26,Customer_62,East,Pen Set,Stationery,5.0,3,0.0,15.0,8.4,6.6
ORD100291,2023-04-14,Customer_145,North,External HDD,Electronics,85.0,3,0.1,229.5,168.3,61.2
ORD100292,2023-09-11,Customer_216,North,Desk Lamp,Furniture,18.0,2,0.0,36.0,21.96,14.04
ORD100293,2023-08-15,Customer_3,North,Pen Set,Stationery,5.0,2,0.0,10.0,7.8,2.2
ORD100294,2023-04-22,Customer_160,North,Notebook,Stationery,3.0,6,0.3,12.6,13.32,-0.72
ORD100295,2024-05-24,Customer_227,East,USB-C Cable,Electronics,8.0,4,0.05,30.4,18.88,11.52
ORD100296,2024-04-17,Customer_269,Central,Desk Lamp,Furniture,18.0,4,0.0,72.0,50.4,21.6
ORD100297,2023-04-09,Customer_120,West,Desk Lamp,Furniture,18.0,2,0.0,36.0,27.36,8.64
ORD100298,2023-06-02,Customer_89,North,USB-C Cable,Electronics,8.0,3,0.05,22.8,18.72,4.08
ORD100299,2023-12-04,Customer_68,East,"Monitor 24""",Electronics,130.0,8,0.0,1040.0,582.4,457.6
ORD100300,2024-12-06,Customer_98,East,USB-C Cable,Electronics,8.0,3,0.0,24.0,19.68,4.32
ORD100301,2023-06-12,Customer_267,North,Bluetooth Speaker,Electronics,55.0,3,0.0,165.0,118.8,46.2
ORD100302,2024-12-20,Customer_105,Central,Pen Set,Stationery,5.0,4,0.0,20.0,15.8,4.2
ORD100303,2024-11-11,Customer_123,South,Notebook,Stationery,3.0,1,0.05,2.85,2.37,0.48
ORD100304,2023-06-10,Customer_29,Central,Office Chair,Furniture,120.0,3,0.0,360.0,219.6,140.4
ORD100305,2024-08-02,Customer_137,South,"Monitor 24""",Electronics,130.0,3,0.1,351.0,226.2,124.8
ORD100306,2024-02-02,Customer_195,East,Mechanical Keyboard,Electronics,70.0,3,0.0,210.0,161.7,48.3
ORD100307,2023-10-04,Customer_226,North,Office Chair,Furniture,120.0,2,0.1,216.0,144.0,72.0
ORD100308,2024-05-18,Customer_170,East,Wireless Mouse,Electronics,15.0,3,0.3,31.5,36.0,-4.5
ORD100309,2024-01-27,Customer_9,North,Wireless Mouse,Electronics,15.0,2,0.1,27.0,23.1,3.9
ORD100310,2023-05-15,Customer_40,West,Wireless Mouse,Electronics,15.0,3,0.2,36.0,36.0,0.0
ORD100311,2023-07-14,Customer_25,West,Smartphone Case,Accessories,10.0,3,0.2,24.0,19.2,4.8
ORD100312,2024-02-05,Customer_261,West,Wireless Mouse,Electronics,15.0,6,0.0,90.0,57.6,32.4
ORD100313,2024-10-01,Customer_226,West,Notebook,Stationery,3.0,3,0.1,8.1,6.75,1.35
ORD100314,2023-02-02,Customer_124,West,Office Chair,Furniture,120.0,3,0.15,306.0,201.6,104.4
ORD100315,2024-11-18,Customer_38,North,External HDD,Electronics,85.0,2,0.0,170.0,130.9,39.1
ORD100316,2024-04-04,Customer_251,East,SSD 1TB,Electronics,110.0,2,0.0,220.0,176.0,44.0
ORD100317,2024-04-14,Customer_176,West,Webcam HD,Electronics,45.0,1,0.2,36.0,30.15,5.85
ORD100318,2024-01-10,Customer_90,East,Router,Electronics,60.0,1,0.1,54.0,46.8,7.2
ORD100319,2023-01-22,Customer_37,West,Laptop Stand,Accessories,25.0,3,0.0,75.0,45.0,30.0
ORD100320,2024-10-31,Customer_176,North,SSD 1TB,Electronics,110.0,5,0.0,550.0,357.5,192.5
ORD100321,2023-02-07,Customer_284,North,"Monitor 24""",Electronics,130.0,3,0.1,351.0,327.6,23.4
ORD100322,2023-08-18,Customer_81,Central,Smartphone Case,Accessories,10.0,6,0.05,57.0,51.0,6.0
ORD100323,2023-12-31,Customer_114,East,Mechanical Keyboard,Electronics,70.0,2,0.05,133.0,98.0,35.0
ORD100324,2024-07-16,Customer_40,North,Pen Set,Stationery,5.0,2,0.1,9.0,8.3,0.7
ORD100325,2024-03-13,Customer_224,West,Bluetooth Speaker,Electronics,55.0,3,0.05,156.75,117.15,39.6
ORD100326,2023-10-10,Customer_115,Central,External HDD,Electronics,85.0,1,0.05,80.75,54.4,26.35
ORD100327,2023-01-27,Customer_186,North,Desk Lamp,Furniture,18.0,1,0.1,16.2,11.34,4.86
ORD100328,2023-08-14,Customer_56,West,External HDD,Electronics,85.0,5,0.1,382.5,352.75,29.75
ORD100329,2023-10-04,Customer_40,Central,Wireless Mouse,Electronics,15.0,4,0.05,57.0,36.0,21.0
ORD100330,2024-08-31,Customer_40,Central,Mechanical Keyboard,Electronics,70.0,2,0.0,140.0,100.8,39.2
ORD100331,2023-10-11,Customer_237,Central,Router,Electronics,60.0,3,0.0,180.0,129.6,50.4
ORD100332,2024-04-25,Customer_289,East,Desk Lamp,Furniture,18.0,1,0.3,12.6,13.86,-1.26
ORD100333,2024-03-28,Customer_262,South,Laptop Stand,Accessories,25.0,1,0.0,25.0,17.5,7.5
ORD100334,2024-10-20,Customer_216,North,Mechanical Keyboard,Electronics,70.0,2,0.0,140.0,88.2,51.8
ORD100335,2024-05-30,Customer_147,North,Bluetooth Speaker,Electronics,55.0,3,0.0,165.0,99.0,66.0
ORD100336,2024-06-30,Customer_168,South,Office Chair,Furniture,120.0,3,0.15,306.0,266.4,39.6
ORD100337,2023-07-11,Customer_92,South,Mechanical Keyboard,Electronics,70.0,2,0.0,140.0,107.8,32.2
ORD100338,2023-02-18,Customer_59,North,Smartphone Case,Accessories,10.0,1,0.0,10.0,7.2,2.8
ORD100339,2024-05-26,Customer_59,South,Wireless Mouse,Electronics,15.0,4,0.0,60.0,46.2,13.8
ORD100340,2023-01-17,Customer_169,North,Laptop Stand,Accessories,25.0,4,0.1,90.0,59.0,31.0
ORD100341,2023-06-21,Customer_269,West,Pen Set,Stationery,5.0,4,0.0,20.0,16.2,3.8
ORD100342,2023-08-08,Customer_45,South,Router,Electronics,60.0,6,0.0,360.0,259.2,100.8
ORD100343,2023-06-07,Customer_181,East,Router,Electronics,60.0,3,0.0,180.0,106.2,73.8
ORD100344,2024-04-21,Customer_170,East,Webcam HD,Electronics,45.0,3,0.2,108.0,93.15,14.85
ORD100345,2023-02-15,Customer_191,North,USB-C Cable,Electronics,8.0,4,0.0,32.0,25.6,6.4
ORD100346,2024-01-08,Customer_155,Central,Smartphone Case,Accessories,10.0,3,0.0,30.0,24.6,5.4
ORD100347,2024-06-01,Customer_188,East,Wireless Mouse,Electronics,15.0,3,0.05,42.75,28.35,14.4
ORD100348,2023-04-09,Customer_7,South,Router,Electronics,60.0,3,0.3,126.0,136.8,-10.8
ORD100349,2023-02-06,Customer_133,North,Desk Lamp,Furniture,18.0,7,0.05,119.7,73.08,46.62
ORD100350,2023-10-07,Customer_235,South,Laptop Stand,Accessories,25.0,5,0.3,87.5,70.0,17.5
ORD100351,2023-12-15,Customer_45,North,Office Chair,Furniture,120.0,2,0.15,204.0,172.8,31.2
ORD100352,2024-05-11,Customer_249,South,Smartphone Case,Accessories,10.0,7,0.0,70.0,53.2,16.8
ORD100353,2023-10-29,Customer_31,East,Notebook,Stationery,3.0,2,0.1,5.4,4.74,0.66
ORD100354,2023-06-30,Customer_23,Central,Laptop Stand,Accessories,25.0,4,0.0,100.0,65.0,35.0
ORD100355,2024-08-29,Customer_160,West,External HDD,Electronics,85.0,2,0.05,161.5,93.5,68.0
ORD100356,2023-04-09,Customer_158,North,Desk Lamp,Furniture,18.0,4,0.0,72.0,49.68,22.32
ORD100357,2024-11-30,Customer_39,North,Smartphone Case,Accessories,10.0,5,0.0,50.0,27.5,22.5
ORD100358,2023-04-26,Customer_82,South,USB-C Cable,Electronics,8.0,4,0.2,25.6,18.56,7.04
ORD100359,2023-07-10,Customer_258,North,USB-C Cable,Electronics,8.0,4,0.0,32.0,20.8,11.2
ORD100360,2023-09-10,Customer_206,North,"Monitor 24""",Electronics,130.0,3,0.15,331.5,265.2,66.3
ORD100361,2023-06-10,Customer_77,West,Webcam HD,Electronics,45.0,5,0.0,225.0,141.75,83.25
ORD100362,2023-09-13,Customer_12,North,Desk Lamp,Furniture,18.0,5,0.0,90.0,64.8,25.2
ORD100363,2023-11-19,Customer_295,West,USB-C Cable,Electronics,8.0,2,0.15,13.6,9.12,4.48
ORD100364,2023-05-08,Customer_224,North,"Monitor 24""",Electronics,130.0,3,0.05,370.5,230.1,140.4
ORD100365,2023-01-18,Customer_13,Central,"Monitor 24""",Electronics,130.0,3,0.1,351.0,296.4,54.6
ORD100366,2024-07-19,Customer_46,East,Smartphone Case,Accessories,10.0,3,0.0,30.0,17.7,12.3
ORD100367,2024-07-23,Customer_155,West,"Monitor 24""",Electronics,130.0,3,0.05,370.5,288.6,81.9
ORD100368,2023-11-19,Customer_113,North,Laptop Stand,Accessories,25.0,3,0.1,67.5,42.75,24.75
ORD100369,2024-11-16,Customer_233,Central,Bluetooth Speaker,Electronics,55.0,5,0.05,261.25,184.25,77.0
ORD100370,2024-09-17,Customer_17,West,"Monitor 24""",Electronics,130.0,2,0.0,260.0,156.0,104.0
ORD100371,2023-10-15,Customer_223,West,Wireless Mouse,Electronics,15.0,2,0.3,21.0,17.4,3.6
ORD100372,2024-10-24,Customer_188,East,Desk Lamp,Furniture,18.0,2,0.1,32.4,25.92,6.48
ORD100373,2024-09-30,Customer_163,West,Wireless Mouse,Electronics,15.0,3,0.2,36.0,37.35,-1.35
ORD100374,2023-06-04,Customer_74,North,Notebook,Stationery,3.0,2,0.1,5.4,3.42,1.98
ORD100375,2024-05-04,Customer_233,East,Router,Electronics,60.0,2,0.1,108.0,81.6,26.4
ORD100376,2024-01-21,Customer_224,West,USB-C Cable,Electronics,8.0,4,0.0,32.0,24.32,7.68
ORD100377,2023-04-14,Customer_60,South,Webcam HD,Electronics,45.0,3,0.0,135.0,93.15,41.85
ORD100378,2024-01-28,Customer_222,North,Router,Electronics,60.0,2,0.15,102.0,94.8,7.2
ORD100379,2023-09-03,Customer_37,South,"Monitor 24""",Electronics,130.0,2,0.0,260.0,156.0,104.0
ORD100380,2023-06-25,Customer_278,West,Office Chair,Furniture,120.0,4,0.0,480.0,403.2,76.8
ORD100381,2023-02-08,Customer_196,North,Office Chair,Furniture,120.0,1,0.0,120.0,80.4,39.6
ORD100382,2024-04-21,Customer_242,North,USB-C Cable,Electronics,8.0,3,0.0,24.0,15.6,8.4
ORD100383,2024-11-12,Customer_219,North,Notebook,Stationery,3.0,4,0.2,9.6,9.72,-0.12
ORD100384,2024-06-21,Customer_192,West,Office Chair,Furniture,120.0,1,0.15,102.0,86.4,15.6
ORD100385,2024-02-12,Customer_17,North,Bluetooth Speaker,Electronics,55.0,4,0.0,220.0,154.0,66.0
ORD100386,2024-06-08,Customer_12,West,External HDD,Electronics,85.0,3,0.0,255.0,196.35,58.65
ORD100387,2024-05-20,Customer_193,South,Wireless Mouse,Electronics,15.0,4,0.1,54.0,43.2,10.8
ORD100388,2023-02-05,Customer_22,West,Bluetooth Speaker,Electronics,55.0,3,0.05,156.75,99.0,57.75
ORD100389,2024-11-15,Customer_120,Central,Mechanical Keyboard,Electronics,70.0,3,0.3,147.0,157.5,-10.5
ORD100390,2023-01-20,Customer_210,North,Laptop Stand,Accessories,25.0,4,0.05,95.0,59.0,36.0
ORD100391,2023-11-17,Customer_270,South,SSD 1TB,Electronics,110.0,3,0.0,330.0,260.7,69.3
ORD100392,2024-05-26,Customer_192,West,Pen Set,Stationery,5.0,4,0.05,19.0,17.0,2.0
ORD100393,2024-02-04,Customer_175,South,Office Chair,Furniture,120.0,3,0.3,252.0,237.6,14.4
ORD100394,2024-10-15,Customer_285,North,Webcam HD,Electronics,45.0,1,0.1,40.5,30.6,9.9
ORD100395,2024-04-15,Customer_204,West,"Monitor 24""",Electronics,130.0,2,0.1,234.0,145.6,88.4
ORD100396,2023-05-23,Customer_164,Central,Webcam HD,Electronics,45.0,4,0.0,180.0,99.0,81.0
ORD100397,2023-04-02,Customer_251,East,Desk Lamp,Furniture,18.0,3,0.1,48.6,44.82,3.78
ORD100398,2023-12-20,Customer_227,South,Laptop Stand,Accessories,25.0,4,0.1,90.0,59.0,31.0
ORD100399,2024-12-27,Customer_7,South,Wireless Mouse,Electronics,15.0,2,0.0,30.0,20.4,9.6
ORD100400,2023-02-20,Customer_29,North,Notebook,Stationery,3.0,3,0.0,9.0,7.11,1.89
ORD100401,2024-10-26,Customer_33,West,Laptop Stand,Accessories,25.0,1,0.0,25.0,20.5,4.5
ORD100402,2024-11-28,Customer_134,West,Pen Set,Stationery,5.0,2,0.0,10.0,7.1,2.9
ORD100403,2024-07-28,Customer_79,Central,Mechanical Keyboard,Electronics,70.0,2,0.0,140.0,100.8,39.2
ORD100404,2023-07-09,Customer_58,North,Smartphone Case,Accessories,10.0,1,0.0,10.0,7.5,2.5
ORD100405,2023-05-05,Customer_26,East,External HDD,Electronics,85.0,5,0.05,403.75,357.0,46.75
ORD100406,2023-05-30,Customer_226,North,Office Chair,Furniture,120.0,7,0.0,840.0,613.2,226.8
ORD100407,2023-11-10,Customer_285,South,Notebook,Stationery,3.0,5,0.0,15.0,10.8,4.2
ORD100408,2024-07-23,Customer_4,West,Notebook,Stationery,3.0,4,0.2,9.6,6.6,3.0
ORD100409,2023-12-08,Customer_99,North,Office Chair,Furniture,120.0,2,0.05,228.0,136.8,91.2
ORD100410,2023-11-01,Customer_39,East,Office Chair,Furniture,120.0,5,0.05,570.0,432.0,138.0
ORD100411,2024-11-22,Customer_271,West,Office Chair,Furniture,120.0,3,0.0,360.0,298.8,61.2
ORD100412,2024-11-12,Customer_285,Central,Office Chair,Furniture,120.0,4,0.1,432.0,388.8,43.2
ORD100413,2023-02-23,Customer_157,West,Office Chair,Furniture,120.0,3,0.0,360.0,302.4,57.6
ORD100414,2024-03-19,Customer_75,West,Notebook,Stationery,3.0,1,0.15,2.55,2.13,0.42
ORD100415,2024-09-04,Customer_288,East,USB-C Cable,Electronics,8.0,3,0.0,24.0,18.96,5.04
ORD100416,2023-09-21,Customer_130,North,USB-C Cable,Electronics,8.0,3,0.1,21.6,19.2,2.4
ORD100417,2023-02-22,Customer_175,South,Webcam HD,Electronics,45.0,4,0.0,180.0,133.2,46.8
ORD100418,2024-07-25,Customer_84,East,USB-C Cable,Electronics,8.0,2,0.1,14.4,10.4,4.0
ORD100419,2024-09-11,Customer_22,West,Pen Set,Stationery,5.0,1,0.05,4.75,3.45,1.3
ORD100420,2023-01-05,Customer_27,East,USB-C Cable,Electronics,8.0,2,0.0,16.0,12.96,3.04
ORD100421,2023-04-13,Customer_195,South,Notebook,Stationery,3.0,4,0.0,12.0,7.68,4.32
ORD100422,2023-07-15,Customer_236,South,Office Chair,Furniture,120.0,2,0.05,228.0,199.2,28.8
ORD100423,2023-12-16,Customer_92,North,Bluetooth Speaker,Electronics,55.0,2,0.3,77.0,68.2,8.8
ORD100424,2023-02-16,Customer_21,West,"Monitor 24""",Electronics,130.0,3,0.15,331.5,300.3,31.2
ORD100425,2024-10-17,Customer_84,East,Router,Electronics,60.0,6,0.0,360.0,266.4,93.6
ORD100426,2023-09-26,Customer_262,West,"Monitor 24""",Electronics,130.0,5,0.0,650.0,500.5,149.5
ORD100427,2024-01-05,Customer_147,South,External HDD,Electronics,85.0,3,0.2,204.0,173.4,30.6
ORD100428,2024-09-27,Customer_257,South,Pen Set,Stationery,5.0,3,0.05,14.25,12.45,1.8
ORD100429,2023-04-16,Customer_58,West,Desk Lamp,Furniture,18.0,6,0.1,97.2,79.92,17.28
ORD100430,2024-10-31,Customer_15,West,Notebook,Stationery,3.0,2,0.2,4.8,3.84,0.96
ORD100431,2024-10-20,Customer_162,East,Wireless Mouse,Electronics,15.0,3,0.15,38.25,33.3,4.95
ORD100432,2024-10-18,Customer_163,East,Bluetooth Speaker,Electronics,55.0,2,0.05,104.5,70.4,34.1
ORD100433,2023-04-30,Customer_281,South,Router,Electronics,60.0,4,0.0,240.0,153.6,86.4
ORD100434,2024-08-26,Customer_280,West,Laptop Stand,Accessories,25.0,1,0.0,25.0,16.75,8.25
ORD100435,2023-02-27,Customer_12,West,Webcam HD,Electronics,45.0,1,0.1,40.5,36.45,4.05
ORD100436,2023-12-12,Customer_274,West,Router,Electronics,60.0,3,0.0,180.0,126.0,54.0
ORD100437,2024-04-18,Customer_271,East,SSD 1TB,Electronics,110.0,2,0.0,220.0,165.0,55.0
ORD100438,2023-04-27,Customer_208,East,Wireless Mouse,Electronics,15.0,2,0.0,30.0,20.1,9.9
ORD100439,2023-05-07,Customer_27,East,Notebook,Stationery,3.0,3,0.0,9.0,5.67,3.33
ORD100440,2024-01-28,Customer_72,West,USB-C Cable,Electronics,8.0,2,0.1,14.4,13.44,0.96
ORD100441,2024-10-02,Customer_60,East,Office Chair,Furniture,120.0,3,0.05,342.0,262.8,79.2
ORD100442,2023-02-27,Customer_145,East,SSD 1TB,Electronics,110.0,3,0.0,330.0,273.9,56.1
ORD100443,2024-09-25,Customer_93,North,SSD 1TB,Electronics,110.0,4,0.0,440.0,268.4,171.6
ORD100444,2024-05-27,Customer_8,Central,Smartphone Case,Accessories,10.0,4,0.2,32.0,23.6,8.4
ORD100445,2023-04-06,Customer_79,West,Wireless Mouse,Electronics,15.0,2,0.0,30.0,24.3,5.7
ORD100446,2024-09-29,Customer_27,South,Laptop Stand,Accessories,25.0,2,0.1,45.0,37.5,7.5
ORD100447,2023-04-28,Customer_174,East,Desk Lamp,Furniture,18.0,2,0.2,28.8,21.96,6.84
ORD100448,2024-07-13,Customer_50,North,"Monitor 24""",Electronics,130.0,3,0.0,390.0,245.7,144.3
ORD100449,2024-08-23,Customer_199,North,Desk Lamp,Furniture,18.0,3,0.05,51.3,42.66,8.64
ORD100450,2024-05-02,Customer_181,South,Router,Electronics,60.0,2,0.2,96.0,82.8,13.2
ORD100451,2023-08-25,Customer_24,West,Laptop Stand,Accessories,25.0,2,0.0,50.0,37.5,12.5
ORD100452,2023-09-29,Customer_46,Central,Office Chair,Furniture,120.0,4,0.05,456.0,312.0,144.0
ORD100453,2023-07-08,Customer_15,East,USB-C Cable,Electronics,8.0,2,0.0,16.0,10.56,5.44
ORD100454,2024-12-04,Customer_153,East,Laptop Stand,Accessories,25.0,6,0.0,150.0,127.5,22.5
ORD100455,2024-03-22,Customer_222,South,Webcam HD,Electronics,45.0,3,0.15,114.75,83.7,31.05
ORD100456,2024-08-03,Customer_206,North,Laptop Stand,Accessories,25.0,4,0.2,80.0,70.0,10.0
ORD100457,2023-09-04,Customer_273,North,Smartphone Case,Accessories,10.0,1,0.1,9.0,8.0,1.0
ORD100458,2023-03-17,Customer_236,West,Notebook,Stationery,3.0,4,0.0,12.0,7.44,4.56
ORD100459,2023-06-03,Customer_228,Central,USB-C Cable,Electronics,8.0,1,0.0,8.0,5.36,2.64
ORD100460,2024-10-17,Customer_9,East,Office Chair,Furniture,120.0,5,0.05,570.0,438.0,132.0
ORD100461,2024-03-10,Customer_166,West,Bluetooth Speaker,Electronics,55.0,2,0.0,110.0,75.9,34.1
ORD100462,2023-03-27,Customer_214,Central,External HDD,Electronics,85.0,3,0.1,229.5,175.95,53.55
ORD100463,2024-11-27,Customer_117,North,"Monitor 24""",Electronics,130.0,4,0.05,494.0,343.2,150.8
ORD100464,2023-10-12,Customer_72,West,SSD 1TB,Electronics,110.0,2,0.1,198.0,160.6,37.4
ORD100465,2023-08-08,Customer_64,East,"Monitor 24""",Electronics,130.0,1,0.05,123.5,96.2,27.3
ORD100466,2023-03-10,Customer_205,East,Bluetooth Speaker,Electronics,55.0,3,0.0,165.0,123.75,41.25
ORD100467,2023-02-16,Customer_209,South,Laptop Stand,Accessories,25.0,3,0.0,75.0,42.75,32.25
ORD100468,2023-04-04,Customer_72,West,Notebook,Stationery,3.0,3,0.0,9.0,6.66,2.34
ORD100469,2024-03-28,Customer_277,West,Wireless Mouse,Electronics,15.0,1,0.05,14.25,12.6,1.65
ORD100470,2023-07-23,Customer_274,North,Desk Lamp,Furniture,18.0,4,0.1,64.8,51.12,13.68
ORD100471,2023-08-06,Customer_95,East,Desk Lamp,Furniture,18.0,6,0.1,97.2,82.08,15.12
ORD100472,2024-04-18,Customer_166,North,Desk Lamp,Furniture,18.0,2,0.1,32.4,25.92,6.48
ORD100473,2024-03-07,Customer_32,Central,Smartphone Case,Accessories,10.0,3,0.3,21.0,24.3,-3.3
ORD100474,2023-12-07,Customer_11,East,Wireless Mouse,Electronics,15.0,3,0.0,45.0,37.35,7.65
ORD100475,2024-07-04,Customer_217,West,Notebook,Stationery,3.0,7,0.0,21.0,12.81,8.19
ORD100476,2024-09-03,Customer_289,South,External HDD,Electronics,85.0,2,0.0,170.0,115.6,54.4
ORD100477,2023-10-16,Customer_102,North,Desk Lamp,Furniture,18.0,3,0.1,48.6,36.18,12.42
ORD100478,2023-09-11,Customer_267,North,Webcam HD,Electronics,45.0,2,0.0,90.0,60.3,29.7
ORD100479,2023-12-23,Customer_214,South,Wireless Mouse,Electronics,15.0,2,0.15,25.5,17.7,7.8
ORD100480,2023-01-23,Customer_179,North,Wireless Mouse,Electronics,15.0,3,0.05,42.75,35.55,7.2
ORD100481,2024-06-05,Customer_88,East,Office Chair,Furniture,120.0,1,0.2,96.0,67.2,28.8
ORD100482,2023-04-10,Customer_41,North,Office Chair,Furniture,120.0,5,0.2,480.0,426.0,54.0
ORD100483,2023-06-29,Customer_76,East,USB-C Cable,Electronics,8.0,3,0.0,24.0,18.0,6.0
ORD100484,2023-08-11,Customer_46,South,Webcam HD,Electronics,45.0,4,0.0,180.0,109.8,70.2
ORD100485,2024-10-20,Customer_160,East,SSD 1TB,Electronics,110.0,2,0.05,209.0,180.4,28.6
ORD100486,2024-03-17,Customer_80,West,Webcam HD,Electronics,45.0,2,0.0,90.0,72.0,18.0
ORD100487,2024-08-30,Customer_86,East,External HDD,Electronics,85.0,4,0.0,340.0,234.6,105.4
ORD100488,2023-11-21,Customer_92,Central,External HDD,Electronics,85.0,3,0.1,229.5,170.85,58.65
ORD100489,2024-05-30,Customer_148,North,USB-C Cable,Electronics,8.0,3,0.0,24.0,14.88,9.12
ORD100490,2023-01-16,Customer_161,South,SSD 1TB,Electronics,110.0,1,0.05,104.5,84.7,19.8
ORD100491,2023-12-02,Customer_202,South,Webcam HD,Electronics,45.0,2,0.1,81.0,53.1,27.9
ORD100492,2023-09-15,Customer_242,South,Router,Electronics,60.0,3,0.0,180.0,135.0,45.0
ORD100493,2024-05-11,Customer_2,West,Pen Set,Stationery,5.0,1,0.0,5.0,4.0,1.0
ORD100494,2023-06-09,Customer_225,East,Mechanical Keyboard,Electronics,70.0,5,0.0,350.0,217.0,133.0
ORD100495,2024-04-19,Customer_289,East,Desk Lamp,Furniture,18.0,6,0.1,97.2,87.48,9.72
ORD100496,2024-10-25,Customer_233,South,External HDD,Electronics,85.0,1,0.0,85.0,47.6,37.4
ORD100497,2024-11-20,Customer_77,Central,Router,Electronics,60.0,1,0.2,48.0,49.2,-1.2
ORD100498,2024-11-05,Customer_116,Central,External HDD,Electronics,85.0,7,0.0,595.0,351.05,243.95
ORD100499,2024-01-15,Customer_154,South,Office Chair,Furniture,120.0,1,0.0,120.0,88.8,31.2
ORD100500,2024-06-28,Customer_103,North,USB-C Cable,Electronics,8.0,2,0.0,16.0,10.08,5.92
ORD100501,2024-11-21,Customer_194,West,USB-C Cable,Electronics,8.0,1,0.0,8.0,6.4,1.6
